Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
41,0,552,0,4,3,0,3,1,60,1,2,1,2,1,6430,20794,6,0,19,3,2,1,10,4,3,3,2,1,2,0
40,2,369,1,8,2,1,2,0,92,3,2,4,1,1,6516,5041,2,1,16,3,2,1,18,3,3,1,0,0,0,0
24,2,506,1,29,1,3,2,1,91,3,1,2,1,0,3907,3622,1,0,13,3,2,3,6,2,4,6,2,1,2,0
46,2,717,1,13,4,1,3,1,34,3,2,0,2,2,5562,9697,6,0,14,3,4,0,19,3,3,10,7,0,9,0
35,2,1370,1,27,4,1,4,1,49,3,2,4,3,1,6883,5151,2,0,16,3,2,1,17,3,3,7,7,0,7,0
30,2,793,1,16,1,1,2,1,33,3,1,6,4,1,2862,3811,1,0,12,3,2,1,10,2,2,10,0,0,8,0
47,0,543,2,2,4,2,3,1,87,3,2,7,2,1,4978,3536,7,0,11,3,4,1,4,3,1,1,0,0,0,0
46,2,1277,2,2,3,1,3,1,74,3,3,7,4,0,10368,5596,4,1,12,3,2,1,13,5,2,10,6,0,3,0
36,2,1456,2,13,5,2,2,1,96,2,2,7,1,0,6134,8658,5,1,13,3,2,3,16,3,3,2,2,2,2,1
32,2,964,2,1,2,1,1,1,34,1,2,7,2,2,6735,12147,6,0,15,3,2,0,10,2,3,0,0,0,0,1
23,2,160,1,4,1,3,3,0,51,3,1,2,2,2,3295,12862,1,0,13,3,3,0,3,3,1,3,2,1,2,0
31,1,163,1,24,1,5,4,0,30,3,2,4,4,2,5238,6670,2,0,20,4,4,0,9,3,2,5,4,1,4,0
39,0,792,1,1,3,1,4,1,77,3,2,2,4,1,6472,8989,1,1,15,3,4,1,9,2,3,9,8,5,8,0
32,2,371,2,19,3,1,4,1,80,1,3,7,3,1,9610,3840,3,0,13,3,3,1,10,2,1,4,3,0,2,0
40,2,611,2,7,4,3,2,1,88,3,5,3,2,2,19833,4349,1,0,14,3,2,0,21,3,2,21,8,12,8,0
45,2,176,0,4,3,1,3,0,56,1,3,1,3,1,9756,6595,4,0,21,4,3,2,9,2,4,5,0,0,3,0
30,1,1312,1,2,4,5,4,0,78,2,1,6,1,2,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7,0
24,1,897,0,10,3,3,1,1,59,3,1,1,4,1,2145,2097,0,0,14,3,4,1,3,2,3,2,2,2,1,0
30,1,600,0,8,3,0,3,0,66,2,1,1,4,0,2180,9732,6,0,11,3,3,1,6,0,2,4,2,1,2,1
31,2,1003,2,5,3,5,1,1,51,3,2,7,3,1,8346,20943,1,0,19,3,3,1,6,3,3,5,2,0,2,0
27,2,1054,1,8,3,3,3,0,67,3,1,6,4,2,3445,6152,1,0,11,3,3,0,6,5,2,6,2,1,4,0
29,2,428,2,9,3,2,2,0,52,1,1,8,2,2,2760,14630,1,0,13,3,3,0,2,3,3,2,2,2,2,1
29,1,461,1,1,3,1,4,1,70,4,2,0,3,2,6294,23060,8,1,12,3,4,0,10,5,4,3,2,0,2,0
30,2,979,2,15,2,2,3,1,94,2,3,7,1,0,7140,3088,2,0,11,3,1,1,12,2,3,7,7,1,7,0
34,2,181,1,2,4,3,4,1,97,4,1,6,4,1,2932,5586,0,1,14,3,1,3,6,3,3,5,0,1,2,0
33,0,1283,2,2,3,2,4,0,62,3,2,7,2,2,5147,10697,8,0,15,3,4,0,13,2,2,11,7,1,7,0
49,2,1313,2,11,4,2,4,0,80,3,2,7,4,2,4507,8191,3,0,12,3,3,0,8,1,4,5,1,0,4,0
33,2,211,2,16,3,1,1,0,74,3,3,7,1,2,8564,10092,2,1,20,4,3,0,11,2,2,0,0,0,0,1
38,1,594,1,2,2,3,3,0,75,2,1,2,2,1,2468,15963,4,0,14,3,2,1,9,4,2,6,1,0,5,0
31,2,1079,2,16,4,2,1,1,70,3,3,7,3,1,8161,19002,2,0,13,3,1,3,10,2,3,1,0,0,0,1
29,2,590,1,4,3,5,4,0,91,2,1,6,1,0,2109,10007,1,0,13,3,3,1,1,2,3,1,0,0,0,0
30,2,305,1,16,3,1,3,1,58,4,2,0,3,1,5294,9128,3,0,16,3,3,1,10,3,3,7,0,1,7,0
32,0,953,1,5,4,5,2,1,65,3,1,6,2,2,2718,17674,2,0,14,3,2,0,12,3,3,7,7,0,7,0
38,2,833,1,18,3,3,2,1,60,1,2,0,4,1,5811,24539,3,1,16,3,3,1,15,2,3,1,0,1,0,0
43,1,807,1,17,3,5,3,1,38,2,1,6,3,1,2437,15587,9,1,16,3,4,1,6,4,3,1,0,0,0,1
42,2,855,1,12,3,3,2,1,57,3,1,2,2,0,2766,8952,8,0,22,4,2,3,7,6,2,5,3,0,4,0
55,2,478,1,2,3,3,3,1,60,2,5,5,1,1,19038,19805,8,0,12,3,2,3,34,2,3,1,0,0,0,0
33,0,775,1,4,3,5,4,1,90,3,2,6,2,0,3055,6194,5,0,15,3,4,2,11,2,2,9,8,1,7,0
41,2,548,1,9,4,1,3,1,94,3,1,2,1,0,2289,20520,1,0,20,4,2,2,5,2,3,5,3,0,4,0
34,0,1375,2,10,3,1,4,1,87,3,2,7,3,0,4001,12313,1,1,14,3,3,1,15,3,3,15,14,0,7,0
53,0,661,1,1,4,3,1,0,60,2,4,4,3,1,12965,22308,4,1,20,4,4,3,27,2,2,3,2,0,2,0
43,2,244,0,2,3,1,2,1,97,3,1,1,4,2,3539,5033,0,0,13,3,2,0,10,5,3,9,7,1,8,0
34,2,511,2,3,2,1,4,0,32,1,2,7,4,2,6029,25353,5,0,12,3,1,0,6,3,3,2,2,2,2,0
21,2,337,2,7,1,2,2,1,31,3,1,8,2,2,2679,4567,1,0,13,3,2,0,1,3,3,1,0,1,0,1
38,2,1153,1,6,2,4,4,0,40,2,1,2,3,1,3702,16376,1,0,11,3,2,1,5,3,3,5,4,0,4,0
22,2,1294,1,8,1,3,3,0,79,3,1,2,1,1,2398,15999,1,1,17,3,3,0,1,6,3,1,0,0,0,1
31,2,196,2,29,4,2,1,0,91,2,2,7,4,1,5468,13402,1,0,14,3,1,2,13,3,3,12,7,5,7,0
51,2,942,1,3,3,5,1,0,53,3,3,3,3,1,13116,22984,2,0,11,3,4,0,15,2,3,2,2,2,2,0
37,2,589,2,9,2,2,2,1,46,2,2,7,2,1,4189,8800,1,0,14,3,1,2,5,2,3,5,2,0,3,0
46,2,734,1,2,4,3,3,1,46,3,5,5,4,0,19328,14218,7,1,17,3,3,1,24,3,3,2,1,2,2,0
36,2,1383,1,10,3,1,4,1,90,3,3,0,1,1,8321,25949,7,1,13,3,4,1,15,1,3,12,8,5,7,0
44,1,429,1,1,2,3,3,1,99,3,1,6,2,0,2342,11092,1,1,12,3,3,3,6,2,2,5,3,2,3,1
37,2,1239,0,8,2,4,3,1,89,3,2,1,2,0,4071,12832,2,0,13,3,3,0,19,4,2,10,0,4,7,0
35,2,303,2,27,3,1,3,1,84,3,2,7,4,2,5813,13492,1,1,18,3,4,0,10,2,3,10,7,7,7,1
33,2,867,1,8,4,1,4,1,90,4,1,6,1,1,3143,6076,6,0,19,3,2,1,14,1,3,10,8,7,6,0
28,2,1181,1,1,3,1,3,1,82,3,1,6,4,1,2044,5531,1,0,11,3,3,1,5,6,4,5,3,0,3,0
39,2,1253,1,10,1,3,3,1,65,3,3,5,3,2,13464,7914,7,0,21,4,3,0,9,3,3,4,3,2,2,0
46,0,849,2,26,2,1,2,1,98,2,2,7,2,2,7991,25166,8,0,15,3,3,0,6,3,3,2,2,2,2,0
40,2,616,1,2,2,1,3,0,99,3,1,2,1,1,3377,25605,4,0,17,3,4,1,7,5,2,4,3,0,2,0
42,2,1128,1,13,3,3,2,1,95,4,2,0,1,1,5538,5696,5,0,18,3,3,2,10,2,2,0,0,0,0,0
35,0,1180,1,2,2,3,2,1,90,3,2,4,4,0,5762,24442,2,0,14,3,3,1,15,6,3,7,7,1,7,0
38,0,1336,0,2,3,0,1,1,100,3,1,1,2,0,2592,7129,5,0,13,3,4,3,13,3,3,11,10,3,8,0
34,1,234,1,9,4,1,4,1,93,3,2,2,1,1,5346,6208,4,0,17,3,3,1,11,3,2,7,1,0,7,1
37,2,370,1,10,4,3,4,1,58,3,2,4,1,2,4213,4992,1,0,15,3,2,0,10,4,1,10,3,0,8,1
39,1,766,2,20,3,1,3,1,83,3,2,7,4,0,4127,19188,2,0,18,3,4,1,7,6,3,2,1,2,2,0
43,0,343,1,9,3,1,1,1,52,3,1,6,3,2,2438,24978,4,0,13,3,3,0,7,2,2,3,2,1,2,0
41,2,447,1,5,3,1,2,1,85,4,2,0,2,2,6870,15530,3,0,12,3,1,0,11,3,1,3,2,1,2,0
41,2,796,2,4,1,2,3,0,81,3,3,7,3,0,10447,26458,0,1,13,3,4,1,23,3,4,22,14,13,5,0
30,2,1092,1,10,3,3,1,0,64,3,3,4,3,2,9667,2739,9,0,14,3,2,0,9,3,3,7,7,0,2,0
26,2,920,0,20,2,3,4,0,69,3,1,1,2,1,2148,6889,0,1,11,3,3,0,6,3,3,5,1,1,4,1
46,2,261,1,21,2,3,4,0,66,3,2,0,2,1,8926,10842,4,0,22,4,4,1,13,2,4,9,7,3,7,1
40,2,1194,1,1,3,1,3,0,52,3,2,0,4,0,6513,9060,4,0,17,3,4,1,12,3,3,5,3,0,3,0
34,2,810,2,8,2,5,2,1,92,4,2,7,3,1,6799,22128,1,0,21,4,3,2,10,5,3,10,8,4,8,0
58,0,350,2,2,3,3,2,1,52,3,4,3,2,0,16291,22577,4,0,22,4,4,1,37,0,2,16,9,14,14,0
35,2,185,1,23,4,3,2,1,91,1,1,2,3,1,2705,9696,0,0,16,3,2,1,6,2,4,5,4,0,3,0
47,2,1001,1,4,3,1,3,0,92,2,3,4,2,0,10333,19271,8,1,12,3,3,1,28,4,3,22,11,14,10,0
40,2,750,1,12,3,1,2,0,47,3,2,0,1,0,4448,10748,2,0,12,3,2,1,15,3,3,7,4,7,7,0
54,2,431,1,7,4,3,4,0,68,3,2,6,4,1,6854,15696,4,0,15,3,2,1,14,2,2,7,1,1,7,0
31,1,1125,2,7,4,2,1,0,68,3,3,7,1,1,9637,8277,2,0,14,3,4,2,9,3,3,3,2,2,2,0
28,2,1217,1,1,3,3,3,0,67,3,1,6,1,1,3591,12719,1,0,25,4,3,1,3,3,3,3,2,1,2,0
38,2,723,2,2,4,2,2,0,77,1,2,8,4,1,5405,4244,2,1,20,4,1,2,20,4,2,4,2,0,3,0
26,2,572,2,10,3,3,3,1,46,3,2,7,4,2,4684,9125,1,0,13,3,1,0,5,4,3,5,3,1,2,0
58,1,1216,1,15,4,1,1,1,87,3,4,5,3,1,15787,21624,2,1,14,3,2,0,23,3,3,2,2,2,2,0
18,0,1431,1,14,3,3,2,0,33,3,1,6,3,2,1514,8018,1,0,16,3,3,0,0,4,1,0,0,0,0,0
31,2,359,0,18,5,0,4,1,89,4,1,1,1,1,2956,21495,0,0,17,3,3,0,2,4,3,1,0,0,0,1
29,2,350,0,13,3,0,1,1,56,2,1,1,1,0,2335,3157,4,1,15,3,4,3,4,3,3,2,2,2,0,1
45,0,589,2,2,4,1,3,0,67,3,2,7,3,1,5154,19665,4,0,22,4,2,2,10,3,4,8,7,5,7,0
36,2,430,1,2,4,4,4,0,73,3,2,6,2,1,6962,19573,4,1,22,4,4,1,15,2,3,1,0,0,0,0
43,1,1422,2,2,4,1,1,1,92,3,2,7,4,1,5675,19246,1,0,20,4,3,1,7,5,3,7,7,7,7,0
27,1,1297,1,5,2,1,4,0,53,3,1,2,4,2,2379,19826,0,1,14,3,3,0,6,3,2,5,4,0,2,0
29,1,574,1,20,1,3,4,1,40,3,1,2,4,1,3812,7003,1,0,13,3,2,0,11,3,4,11,8,3,10,0
32,1,1318,2,10,4,2,4,1,79,3,2,7,4,2,4648,26075,8,0,13,3,3,0,4,2,4,0,0,0,0,0
42,0,355,1,10,4,5,3,1,38,3,1,6,3,1,2936,6161,3,0,22,4,2,2,10,1,2,6,3,3,3,0
47,2,207,1,9,4,1,2,0,64,3,1,2,3,2,2105,5411,4,0,12,3,3,0,7,2,3,2,2,2,0,0
46,2,706,1,2,2,1,4,1,82,3,3,4,4,0,8578,19989,3,0,14,3,3,1,12,4,2,9,8,4,7,0
28,0,280,0,1,2,1,3,1,43,3,1,1,4,0,2706,10494,1,0,15,3,2,1,3,2,3,3,2,2,2,0
29,2,726,1,29,1,1,4,1,93,1,2,0,3,0,6384,21143,8,0,17,3,4,2,11,3,3,7,0,1,6,0
42,2,1142,1,8,3,1,4,1,81,3,1,2,3,2,3968,13624,4,0,13,3,4,0,8,3,3,0,0,0,0,0
32,2,414,2,2,4,2,3,1,82,2,2,7,2,2,9907,26186,7,1,12,3,3,0,7,3,2,2,2,2,2,1
46,2,1319,2,3,3,5,1,0,45,4,4,7,1,0,13225,7739,2,0,12,3,4,1,25,5,3,19,17,2,8,0
27,2,728,2,23,1,3,2,0,36,2,2,8,3,1,3540,7018,1,0,21,4,4,1,9,5,3,9,8,5,8,0
29,2,352,0,6,1,3,4,1,87,2,1,1,2,1,2804,15434,1,0,11,3,4,0,1,3,3,1,0,0,0,0
43,2,823,1,6,3,3,1,0,81,2,5,3,3,1,19392,22539,7,0,13,3,4,0,21,2,3,16,12,6,14,0
48,2,1224,1,10,3,1,4,1,91,2,5,5,2,1,19665,13583,4,0,12,3,4,0,29,3,3,22,10,12,9,0
29,1,459,1,24,2,1,4,1,73,2,1,6,4,2,2439,14753,1,1,24,4,2,0,1,3,2,1,0,1,0,1
46,2,1254,2,10,3,1,3,0,64,3,3,7,2,1,7314,14011,5,0,21,4,3,3,14,2,3,8,7,0,7,1
27,1,1131,1,15,3,1,4,0,77,2,1,6,1,1,4774,23844,0,0,19,3,4,1,8,2,2,7,6,7,3,0
39,2,835,1,19,4,4,4,1,41,3,2,6,4,0,3902,5141,8,0,14,3,2,3,7,2,3,2,2,2,2,0
55,2,836,1,2,4,5,2,1,98,2,1,6,4,1,2662,7975,8,0,20,4,2,1,19,2,4,5,2,0,4,0
28,2,1172,2,3,3,3,2,0,78,3,1,8,2,1,2856,3692,1,0,19,3,4,1,1,3,3,1,0,0,0,0
30,2,945,2,9,3,3,2,1,89,3,1,8,4,2,1081,16019,1,0,13,3,3,0,1,3,2,1,0,0,0,1
22,2,391,1,7,1,1,4,1,75,3,1,6,2,2,2472,26092,1,1,23,4,1,0,1,2,3,1,0,0,0,1
36,2,1266,2,10,4,5,2,0,63,2,2,7,3,1,5673,6060,1,1,13,3,1,1,10,4,3,10,9,1,7,0
31,2,311,1,20,3,1,2,1,89,3,2,2,3,0,4197,18624,1,0,11,3,1,1,10,2,3,10,8,0,2,0
34,2,1480,2,4,3,1,3,1,64,3,3,7,4,1,9713,24444,2,1,13,3,4,3,9,3,3,5,3,1,0,0
29,2,592,1,7,3,1,4,1,59,3,1,2,1,2,2062,19384,3,0,14,3,2,0,11,2,3,3,2,1,2,0
37,2,783,1,7,4,3,4,1,78,3,2,6,1,1,4284,13588,5,1,22,4,3,1,16,2,3,5,3,0,4,0
35,2,219,1,16,2,4,4,0,44,2,2,4,2,1,4788,25388,0,1,11,3,4,0,4,2,3,3,2,0,2,0
45,2,556,1,25,2,1,2,0,93,2,2,4,4,1,5906,23888,0,0,13,3,4,2,10,2,2,9,8,3,8,0
36,1,1213,0,2,1,0,2,1,94,2,2,1,4,2,3886,4223,1,0,21,4,4,0,10,2,2,10,1,0,8,0
40,2,1137,1,1,4,1,1,1,98,3,4,3,1,0,16823,18991,2,0,11,3,1,1,22,3,3,19,7,11,16,0
26,2,482,1,1,2,1,2,0,90,2,1,6,3,1,2933,14908,1,1,13,3,3,1,1,3,2,1,0,1,0,0
27,2,511,2,2,2,3,1,0,89,4,2,7,3,2,6500,26997,0,0,14,3,2,0,9,5,2,8,7,0,7,0
48,1,117,1,22,3,3,4,0,58,3,4,3,4,0,17174,2437,3,0,11,3,2,1,24,3,3,22,17,4,7,0
44,2,170,1,1,4,1,2,1,78,4,2,0,1,1,5033,9364,2,0,15,3,4,1,10,5,3,2,0,2,2,0
34,0,967,1,16,4,5,4,1,85,1,1,6,1,1,2307,14460,1,1,23,4,2,1,5,2,3,5,2,3,0,1
56,2,1162,1,24,2,1,1,1,97,3,1,2,4,2,2587,10261,1,0,16,3,4,0,5,3,3,4,2,1,0,1
36,2,335,2,17,2,2,3,1,33,2,2,7,2,1,5507,16822,2,0,16,3,3,2,12,1,1,4,2,1,3,0
41,2,337,2,8,3,2,3,0,54,3,2,7,2,1,4393,26841,5,0,21,4,3,1,14,3,3,5,4,1,4,0
42,2,1396,1,6,3,3,3,1,83,3,3,5,1,1,13348,14842,9,0,13,3,2,1,18,3,4,13,7,5,7,0
31,2,1079,2,10,2,3,3,0,86,3,2,7,4,0,6583,20115,2,1,11,3,4,1,8,2,3,5,2,1,4,0
34,2,735,2,3,1,3,4,0,75,2,2,7,4,1,8103,16495,3,1,12,3,3,0,9,3,2,4,2,0,1,0
31,2,471,1,4,3,3,1,0,62,4,1,2,3,0,3978,16031,8,0,12,3,2,1,4,0,2,2,2,2,2,0
26,1,1096,1,6,3,4,3,1,61,4,1,2,4,1,2544,7102,0,0,18,3,1,1,8,3,3,7,7,7,7,0
45,1,1297,1,1,4,3,2,1,44,3,2,0,3,2,5399,14511,4,0,12,3,3,0,12,3,3,4,2,0,3,0
33,2,217,2,10,4,2,2,1,43,3,2,7,3,2,5487,10410,1,0,14,3,2,0,10,2,2,10,4,0,9,0
28,1,783,2,1,2,1,3,1,42,2,2,7,4,1,6834,19255,1,1,12,3,3,1,7,2,3,7,7,0,7,0
29,1,746,2,24,3,5,3,1,45,4,1,8,1,2,1091,10642,1,0,17,3,4,0,1,3,3,1,0,0,0,1
39,0,1251,2,21,4,1,1,0,32,1,2,7,3,1,5736,3987,6,0,19,3,3,1,10,1,3,3,2,1,2,0
27,2,1354,1,2,4,5,2,1,41,3,1,6,2,1,2226,6073,1,0,11,3,3,1,6,3,2,5,3,1,2,0
34,1,735,1,22,4,4,3,1,86,2,2,6,4,1,5747,26496,1,1,15,3,2,0,16,3,3,15,10,6,11,0
28,2,1475,2,13,2,2,4,0,84,3,2,7,3,2,9854,23352,3,1,11,3,4,0,6,0,3,2,0,2,2,1
47,0,1169,1,14,4,5,3,1,64,3,2,6,2,1,5467,2125,8,0,18,3,3,1,16,4,4,8,7,1,7,0
56,2,1443,2,11,5,2,4,0,89,2,2,7,1,1,5380,20328,4,0,16,3,3,1,6,3,3,0,0,0,0,0
39,2,867,1,9,2,3,1,1,87,3,2,4,1,1,5151,12315,1,0,25,4,4,1,10,3,3,10,0,7,9,0
38,1,1394,1,8,3,3,4,0,58,2,2,6,2,0,2133,18115,1,1,16,3,3,1,20,3,3,20,11,0,7,0
58,2,605,2,21,3,1,4,0,72,3,4,3,4,1,17875,11761,4,1,13,3,3,1,29,2,2,1,0,0,0,0
32,1,238,1,5,2,1,1,0,47,4,1,6,3,2,2432,15318,3,1,14,3,1,0,8,2,3,4,1,0,3,1
38,2,1206,1,9,2,1,2,1,71,3,1,6,4,0,4771,14293,2,0,19,3,4,2,10,0,4,5,2,0,3,0
49,1,1064,1,2,1,1,2,1,42,3,5,5,4,1,19161,13738,3,0,15,3,4,0,28,3,3,5,4,4,3,0
42,2,419,2,12,4,2,2,1,77,3,2,7,4,0,5087,2900,3,1,12,3,3,2,14,4,3,0,0,0,0,0
27,1,1337,0,22,3,0,1,0,58,2,1,1,2,1,2863,19555,1,0,12,3,1,0,1,2,3,1,0,0,0,1
35,2,682,2,18,4,3,2,1,71,3,2,7,1,1,5561,15975,0,0,16,3,4,1,6,2,1,5,3,0,4,0
28,0,1103,1,16,3,3,3,1,49,3,1,6,3,2,2144,2122,1,0,14,3,3,0,5,3,2,5,3,1,4,0
31,0,976,1,3,2,3,3,1,48,3,1,6,1,0,3065,3995,1,1,13,3,4,1,4,3,4,4,2,2,3,0
36,0,1351,1,9,4,1,1,1,66,4,1,2,2,1,2810,9238,1,0,22,4,2,0,5,3,3,5,4,0,2,0
34,2,937,2,1,3,2,1,1,32,3,3,7,4,2,9888,6770,1,0,21,4,1,0,14,3,2,14,8,2,1,0
34,2,1239,2,13,4,3,4,1,39,3,3,7,3,0,8628,22914,1,0,18,3,3,1,9,2,2,8,7,1,1,0
26,2,157,1,1,3,3,3,1,95,3,1,2,1,2,2867,20006,0,0,13,3,4,0,8,6,2,7,7,7,6,0
29,2,136,1,1,3,1,1,1,89,3,2,0,1,1,5373,6225,0,0,12,3,1,1,6,5,2,5,3,0,2,0
32,0,1146,1,15,4,3,3,0,34,3,2,0,4,0,6667,16542,5,0,18,3,2,1,9,6,3,5,1,1,2,0
31,1,1125,1,1,3,1,4,1,48,1,2,6,1,1,5003,5771,1,0,21,4,2,0,10,6,3,10,8,8,7,0
28,2,1404,1,17,3,5,3,1,32,2,1,2,4,0,2367,18779,5,0,12,3,1,1,6,2,2,4,1,0,3,1
38,2,1404,2,1,3,1,1,1,59,2,1,8,1,2,2858,11473,4,0,14,3,1,0,20,3,2,1,0,0,0,0
35,2,1224,2,7,4,1,3,0,55,3,2,7,4,1,5204,13586,1,1,11,3,4,0,10,2,3,10,8,0,9,0
27,2,954,2,9,3,2,4,1,44,3,2,7,4,2,4105,5099,1,0,14,3,1,0,7,5,3,7,7,0,7,0
32,2,1373,1,5,4,1,4,1,56,2,2,4,4,2,9679,10138,8,0,24,4,2,0,8,1,3,1,0,0,0,0
31,1,754,2,26,4,2,1,1,63,3,2,7,4,1,5617,21075,1,1,11,3,3,0,10,4,3,10,7,0,8,1
53,2,1168,2,24,4,1,1,1,66,3,3,7,1,2,10448,5843,6,1,13,3,2,0,15,2,2,2,2,2,2,1
54,2,155,1,9,2,1,1,0,67,3,2,6,3,1,2897,22474,3,0,11,3,3,2,9,6,2,4,3,2,3,0
33,1,1303,1,7,2,1,4,1,36,3,2,0,3,0,5968,18079,1,0,20,4,3,3,9,2,3,9,7,2,8,0
43,2,574,1,11,3,1,1,1,30,3,3,0,3,1,7510,16873,1,0,17,3,2,1,10,1,3,10,9,0,9,0
38,1,1444,0,1,4,4,4,1,88,3,1,1,2,1,2991,5224,0,1,11,3,2,1,7,2,3,6,2,1,2,0
55,2,189,0,26,4,0,3,1,71,4,5,3,2,1,19636,25811,4,1,18,3,1,1,35,0,3,10,9,1,4,0
31,2,1276,1,2,1,3,4,0,59,1,1,2,4,0,1129,17536,1,1,11,3,3,3,1,4,3,1,0,0,0,0
39,2,119,2,15,4,2,2,1,77,3,4,7,1,2,13341,25098,0,0,12,3,1,0,21,3,3,20,8,11,10,0
42,0,335,1,23,2,1,4,1,37,2,2,6,3,2,4332,14811,1,0,12,3,4,0,20,2,3,20,9,3,7,0
31,0,697,1,10,3,3,3,0,40,3,3,5,3,1,11031,26862,4,0,20,4,3,1,13,2,4,11,7,4,8,0
54,2,157,1,10,3,3,3,0,77,3,2,4,1,2,4440,25198,6,1,19,3,4,0,9,3,3,5,2,1,4,0
24,2,771,1,1,2,1,2,1,45,2,2,0,3,2,4617,14120,1,0,12,3,2,0,4,2,2,4,3,1,2,0
23,2,571,1,12,2,4,4,1,78,3,1,2,4,2,2647,13672,1,0,13,3,3,0,5,6,4,5,2,1,4,0
40,1,692,1,11,3,5,4,0,73,3,2,2,3,1,6323,26849,1,0,11,3,1,1,10,2,4,10,9,9,4,0
40,2,444,2,2,2,2,2,0,92,3,2,7,2,1,5677,4258,3,0,14,3,3,1,15,4,3,11,8,5,10,0
25,2,309,0,2,3,0,3,0,82,3,1,1,2,1,2187,19655,4,0,14,3,3,0,6,3,3,2,0,1,2,0
30,2,911,1,1,2,3,4,1,76,3,1,2,2,1,3748,4077,1,0,13,3,3,0,12,6,2,12,8,1,7,0
25,2,977,1,2,1,4,4,1,57,3,1,2,3,0,3977,7298,6,1,19,3,3,1,7,2,2,2,2,0,2,0
47,2,1180,1,25,3,3,1,1,84,3,3,0,3,2,8633,13084,2,0,23,4,2,0,25,3,3,17,14,12,11,0
33,0,1313,1,1,2,3,2,1,59,2,1,2,3,0,2008,20439,1,0,12,3,3,3,1,2,2,1,1,0,0,0
38,2,1321,2,1,4,1,4,1,86,3,2,7,2,1,4440,7636,0,0,15,3,1,2,16,3,3,15,13,5,8,0
31,2,1154,2,2,2,1,1,1,54,3,1,8,3,1,3067,6393,0,0,19,3,3,1,3,1,3,2,2,1,2,0
38,1,508,1,6,4,1,1,1,72,2,2,4,3,1,5321,14284,2,0,11,3,4,1,10,1,3,8,3,7,7,0
42,2,557,1,18,4,1,4,1,35,3,2,6,1,0,5410,11189,6,1,17,3,3,1,9,3,2,4,3,1,2,0
41,2,642,1,1,3,1,4,1,76,3,1,6,4,1,2782,21412,3,0,22,4,1,1,12,3,3,5,3,1,0,0
47,0,1162,1,1,1,3,3,0,98,3,3,5,2,1,11957,17231,0,0,18,3,1,2,14,3,1,13,8,5,12,0
35,2,1490,1,11,4,3,4,1,43,3,1,2,3,1,2660,20232,7,1,11,3,3,1,5,3,3,2,2,2,2,0
22,2,581,1,1,2,1,4,1,63,3,1,6,3,2,3375,17624,0,0,12,3,4,0,4,2,4,3,2,1,2,0
35,2,1395,1,9,4,3,2,1,48,3,2,6,3,2,5098,18698,1,0,19,3,2,0,10,5,3,10,7,0,8,0
33,2,501,1,15,2,3,2,0,95,3,2,0,4,1,4878,21653,0,1,13,3,1,1,10,6,3,9,7,8,1,0
32,2,267,1,29,4,1,3,0,49,2,1,2,2,2,2837,15919,1,0,13,3,3,0,6,3,3,6,2,4,1,0
40,2,543,1,1,4,1,1,1,83,3,1,2,4,1,2406,4060,8,0,19,3,3,2,8,3,2,1,0,0,0,0
32,2,234,2,1,4,3,2,1,68,2,1,8,2,1,2269,18024,0,0,14,3,2,1,3,2,3,2,2,2,2,0
39,2,116,1,24,1,1,1,1,52,3,2,6,4,2,4108,5340,7,0,13,3,1,0,18,2,3,7,7,1,7,0
38,2,201,1,10,3,3,2,0,99,1,3,5,3,1,13206,3376,3,0,12,3,1,1,20,3,3,18,16,1,11,0
32,2,801,2,1,4,2,3,0,48,3,3,7,4,1,10422,24032,1,0,19,3,3,2,14,3,3,14,10,5,7,0
37,2,161,1,10,3,1,3,0,42,4,3,5,4,1,13744,15471,1,1,25,4,1,1,16,2,3,16,11,6,8,0
25,2,1382,2,8,2,4,1,0,85,3,2,7,3,0,4907,13684,0,1,22,4,2,1,6,3,2,5,3,0,4,0
52,0,585,2,29,4,1,1,1,40,3,1,8,4,0,3482,19788,2,0,15,3,2,2,16,3,2,9,8,0,0,0
44,2,1037,1,1,3,3,2,1,42,3,1,6,4,2,2436,13422,6,1,12,3,3,0,6,2,3,4,3,1,2,0
21,2,501,2,5,1,3,3,1,58,3,1,8,1,2,2380,25479,1,1,11,3,4,0,2,6,3,2,2,1,2,0
39,0,105,1,9,3,1,4,1,87,3,5,3,4,2,19431,15302,2,0,13,3,3,0,21,3,2,6,0,1,3,0
23,1,638,2,9,3,2,4,1,33,3,1,8,1,1,1790,26956,1,0,19,3,1,1,1,3,2,1,0,1,0,1
36,2,557,2,3,3,3,1,0,94,2,3,7,4,1,7644,12695,0,0,19,3,3,2,10,2,3,9,7,3,4,0
36,1,688,1,4,2,1,4,0,97,3,2,4,2,0,5131,9192,7,0,13,3,2,3,18,3,3,4,2,0,2,0
